"Name","ID","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
"Zotu1419",237,1,0,0,9.85e-62,0,133,0,0,"Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","actinobacterium WWH12"
"Zotu143",472,1,0,0,1.37e-38,0,8,-0.795495129,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Acidobacteria bacterium 13_2_20CM_56_17"
"Zotu1433",280,2,2,2,7e-55,0,51,1,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"Zotu1435",582,2,1,1,9.85e-62,0,144,0,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
"Zotu1436",341,1,0,0,1.96e-36,0,18,-1.322875656,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 8",NA
"Zotu1440",573,1,0,0,3.42e-79,0,264,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1445",924,1,0,0,4.32e-55,0,62,-1,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"Zotu1447",904,1,0,0,3.42e-79,0,156,0,0,"Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola hefeinensis"
"Zotu1449",990,4,5,5,3.6e-36,0.166666667,41,1.825741858,0,"Acidobacteria","Subgroup 11","uncultured soil bacterium",NA,NA,NA
"Zotu1450",1071,3,0.5,1,9.21e-32,0.666666667,68,1,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"Zotu1456",647,1,0,0,3.42e-79,0,226,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
"Zotu1458",404,1,0,0,4.32e-55,0,56,-1,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","uncultured Chloroflexi bacterium"
"Zotu146",941,1,0,0,9.76e-36,0,19,-1,0,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Punica granatum (pomegranate)"
"Zotu1465",677,1,0,0,3.42e-79,0,215,0,0,"Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus","Gemmata sp. Br1-2"
"Zotu1476",202,2,2,2,7e-55,0,54,1,0,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora",NA
"Zotu1480",362,1,0,0,3.42e-79,0,268,0,0,"Chloroflexi","Dehalococcoidia","S085","uncultured soil bacterium",NA,NA
"Zotu1484",67,1,0,0,3.42e-79,0,289,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Zotu1485",657,1,0,0,3.42e-79,0,300,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1486",605,1,0,0,9.85e-62,0,137,0,0,"Planctomycetes","vadinHA49","metagenome",NA,NA,NA
"Zotu14864",830,1,0,0,3.42e-79,0,163,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
"Zotu1488",219,2,1,1,9.85e-62,0,139,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"Zotu1494",6,2,13,13,1.14e-41,0,4,0.215665546,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"Zotu1495",212,3,0,0,7.59e-24,1,52,0,0,"Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola",NA
"Zotu1496",97,1,0,0,3.42e-79,0,312,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu150",917,1,0,0,0.041042648,0,0,-1.30558242,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"Zotu1503",637,1,0,0,3.42e-79,0,234,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
"Zotu1505",652,1,0,0,3.42e-79,0,224,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Ambiguous_taxa",NA
"Zotu15085",770,1,0,0,3.42e-79,0,229,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"Zotu151",597,2,0,0,2.84e-44,1,98,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1511",964,1,0,0,1.11e-30,0,70,-1.75,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"Zotu1513",489,2,0,0,2.68e-36,1,41,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
"Zotu1514",148,1,0,0,3.42e-79,0,305,0,0,"Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA,NA
"Zotu152",708,2,4,4,2.15e-51,0,36,0.816496581,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1523",54,1,0,0,9.85e-62,0,111,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"Zotu1530",730,1,0,0,9.85e-62,0,130,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1531",950,4,38.83333333,65,3.69e-29,0,3,2.022599587,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
"Zotu1534",822,2,5,6,1.32e-30,0,13,-0.40824829,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1535",551,2,24,24,2.88e-38,0,8,0.176776695,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobiales bacterium"
"Zotu1538",482,1,0,0,4.32e-55,0,45,-1,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"Zotu1539",928,1,0,0,9.85e-62,0,127,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"Zotu154",370,2,2,2,7e-55,0,57,1,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured sludge bacterium S14",NA
"Zotu1540",457,2,0,0,2.84e-44,1,96,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonadetes bacterium WWH5"
"Zotu1541",494,1,0,0,4.04e-33,0,9,-1.651001651,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured proteobacterium"
"Zotu1545",787,2,0.333333333,1,1.77e-26,0,50,-2,0,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",NA
"Zotu1556",735,1,0,0,3.42e-79,0,306,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA,NA
"Zotu1558",299,1,0,0,1.79e-42,0,23,-0.603022689,0,NA,NA,NA,NA,NA,NA
"Zotu156",187,1,0,0,2.55e-46,0,29,-0.894427191,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Kitasatospora",NA
"Zotu1562",645,2,0,0,7.84e-11,1,38,-0.697485832,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1564",682,3,0.5,1,9.21e-32,0.666666667,67,1,0,"Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","SH-PL14","Planctomyces sp. SCGC AG-212-M04"
"Zotu1565",887,3,21.83333333,44,4.54e-32,0,9,1.143001143,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu1567",807,1,0,0,1.54e-36,0,40,-0.912870929,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1568",146,1,0,0,3.42e-79,0,288,0,0,"Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA,NA
"Zotu157",1010,3,4,4,4.83e-39,0.333333333,27,1.58113883,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured",NA,NA
"Zotu1575",430,2,1,1,9.85e-62,0,111,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Vulgatibacteraceae","Vulgatibacter","uncultured Hyalangium sp."
"Zotu1579",296,2,2,2,7e-55,0,43,1,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
"Zotu1581",695,1,0,0,3.42e-79,0,209,0,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","uncultured soil bacterium"
"Zotu15827",1063,1,0,0,3.42e-79,0,295,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Acidobacteriales bacterium"
"Zotu1589",1007,1,0,0,3.42e-79,0,279,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Terriglobus",NA
"Zotu1590",1022,1,0,0,3.42e-79,0,176,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae",NA,NA
"Zotu1593",937,1,0,0,8.6e-50,0,30,-1.414213562,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella",NA
"Zotu16",957,4,5,5,3.6e-36,0.166666667,40,1.825741858,0,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Zotu1603",769,2,2,2,7e-55,0,46,1,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"Zotu1604",1040,1,0,0,2.08e-29,0,53,-1.414213562,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Blastocatella sp."
"Zotu1605",385,2,4,4,2.15e-51,0,37,0.816496581,0,"Chloroflexi","Ktedonobacteria","C0119","uncultured Chloroflexi bacterium",NA,NA
"Zotu1610",836,1,0,0,3.42e-79,0,284,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","uncultured Flavisolibacter sp."
"Zotu1615",192,3,8,8,6.96e-46,0,29,1.788854382,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"Zotu1618",664,1,0,0,3.42e-79,0,218,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
"Zotu1629",983,1,0,0,3.42e-79,0,199,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
"Zotu1630",1058,2,0,0,2.84e-44,1,78,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu16333",1067,1,0,0,3.42e-79,0,310,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu16362",24,3,0.5,1,9.21e-32,0.666666667,69,1,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"Zotu1637",894,2,1,1,9.85e-62,0,105,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"Zotu1640",38,1,0,0,3.42e-79,0,255,0,0,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"Zotu16421",1066,1,0,0,9.85e-62,0,145,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu1643",1013,2,0,0,2.84e-44,1,91,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Blastocatella",NA
"Zotu1651",737,1,0,0,2.15e-19,0,1,-1.436212474,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured Nitrosomonadales bacterium"
"Zotu1656",952,2,0,0,2.84e-44,1,86,0,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
"Zotu1658",308,1,0,0,3.42e-79,0,241,0,0,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"Zotu16600",658,3,15.83333333,33,4.72e-31,0,11,0.981980506,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1661",1014,2,0,0,2.84e-44,1,90,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Blastocatella",NA
"Zotu1667",782,1,0,0,1.23e-41,0,4,-1.401826052,0,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia",NA
"Zotu167",996,3,5,5,3.52e-48,0,35,1.75,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529",NA
"Zotu1672",227,2,1,1,9.85e-62,0,107,0,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA,NA
"Zotu1674",340,1,0,0,3.42e-79,0,214,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 8",NA
"Zotu16745",823,3,4,4,4.83e-39,0.333333333,24,1.58113883,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Sphingobacteriia bacterium"
"Zotu168",1042,4,91.5,295,4.27e-18,0.5,1,1.321315476,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Blastocatella sp."
"Zotu1682",143,3,0,0,7.59e-24,1,48,0,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"Zotu1683",806,1,0,0,3.42e-79,0,241,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1686",953,1,0,0,3.42e-79,0,184,0,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
"Zotu1690",236,1,0,0,9.85e-62,0,113,0,0,"Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Gaiella sp.",NA
"Zotu1695",285,1,0,0,9.85e-62,0,132,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"Zotu1696",411,2,2,2,7e-55,0,42,1,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
"Zotu1698",5,1,0,0,3.42e-79,0,232,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"Zotu17",269,1,0,0,3.42e-79,0,297,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1700",456,2,0,0,2.84e-44,1,99,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae",NA,NA
"Zotu1709",1004,1,0,0,4.02e-46,0,29,-0.894427191,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
"Zotu171",1003,2,4,4,5.49e-46,0,25,0.447213595,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
"Zotu1710",784,1,0,0,3.42e-79,0,211,0,0,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured Cytophagia bacterium"
"Zotu1711",88,2,0,0,2.84e-44,1,94,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1714",383,1,0,0,3.42e-79,0,202,0,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA,NA
"Zotu1717",872,3,49,49,3.29e-41,0,4,1.833157144,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu17178",716,2,0,0,1.68e-35,1,19,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1718",123,1,0,0,1.61e-51,0,75,-0.577350269,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu172",255,1,0,0,3.42e-79,0,181,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1720",845,1,0,0,4.32e-55,0,62,-1,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1729",923,3,0,0,7.59e-24,1,52,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"Zotu1731",626,1,0,0,4.32e-55,0,46,-1,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
"Zotu1735",703,1,0,0,3.42e-79,0,206,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1737",421,1,0,0,4.32e-55,0,42,-1,0,"Bacteroidetes","Ignavibacteria","OPB56","uncultured bacterium #0319-6E22",NA,NA
"Zotu1738",153,2,0,0,7.19e-32,1,66,-1,0,"Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas",NA
"Zotu1740",287,2,0,0,2.84e-44,1,93,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"Zotu175",634,1,0,0,4.41e-47,0,21,-0.894427191,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales",NA,NA,NA
"Zotu1751",449,1,0,0,9.85e-62,0,114,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"Zotu17521",107,2,84,174,1.24e-18,0,1,-0.517036491,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1759",165,1,0,0,9.85e-62,0,127,0,0,"Actinobacteria","Acidimicrobiia","IMCC26256","uncultured organism",NA,NA
"Zotu17613",700,1,0,0,1.54e-36,0,40,-0.912870929,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1765",550,2,0,0,5.53e-30,1,13,-0.40824829,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Verrucomicrobiales bacterium"
"Zotu1770",742,1,0,0,0.000465403,0,0,-1.30558242,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","uncultured gamma proteobacterium",NA
"Zotu1772",1001,1,0,0,3.42e-79,0,214,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
"Zotu1775",767,1,0,0,3.42e-79,0,182,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b","uncultured delta proteobacterium",NA
"Zotu1777",2,1,0,0,3.42e-79,0,324,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA
"Zotu1778",309,2,55,209,2.51e-18,0,1,-0.517036491,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","uncultured","Clostridium sp. SW003"
"Zotu1784",156,1,0,0,9.85e-62,0,116,0,0,"Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Armatimonadetes bacterium 55-13",NA
"Zotu1785",588,1,0,0,9.85e-62,0,138,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1786",343,1,0,0,4.32e-55,0,59,-1,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA
"Zotu1787",85,2,24,24,1.94e-41,0,4,0.215665546,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Zotu17889",133,2,1,1,9.85e-62,0,143,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu17894",945,1,0,0,6.51e-38,0,14,-1.322875656,0,"Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"Zotu1797",210,1,0,0,3.42e-79,0,172,0,0,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"Zotu18",259,3,16.83333333,36,4.57e-32,0,9,1.143001143,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu180",49,1,0,0,3.42e-79,0,254,0,0,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"Zotu18074",1035,1,0,0,2.55e-46,0,25,-0.894427191,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae",NA,NA
"Zotu181",140,1,0,0,2.49e-30,0,2,-1.085930607,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"Zotu1812",410,4,9,9,2.33e-42,0,23,2.110579412,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
"Zotu182",620,1,0,0,2.55e-46,0,29,-0.894427191,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1832",470,2,0,0,3.98e-39,1,27,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Acidobacteria bacterium 13_2_20CM_56_17"
"Zotu1834",710,1,0,0,3.42e-79,0,218,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu1836",332,3,1,2,3.33e-30,0.666666667,65,0.75,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 8","uncultured Clostridiales bacterium"
"Zotu18365",1068,1,0,0,5.17e-34,0,5,-1.5,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
"Zotu1838",598,2,0,0,2.84e-44,1,97,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1841",571,1,0,0,3.42e-79,0,266,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1843",747,1,0,0,2.49e-48,0,35,-0.75,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
"Zotu18464",699,1,0,0,3.42e-79,0,207,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonadetes bacterium LX87"
"Zotu1853",621,2,10,10,1.02e-34,0,12,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu186",989,1,0,0,3.42e-79,0,227,0,0,"Acidobacteria","Acidobacteriia","Subgroup 13","uncultured Solibacterales bacterium",NA,NA
"Zotu18638",92,2,0,0,7.19e-32,1,68,-1,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1868",1076,1,0,0,4e-20,0,1,-1.436212474,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"Zotu1869",387,1,0,0,3.42e-79,0,189,0,0,"Chloroflexi",NA,NA,NA,NA,NA
"Zotu18709",922,1,0,0,3.42e-79,0,153,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"Zotu1873",86,2,0,0,3.72e-40,1,81,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Zotu1878",987,1,0,0,3.42e-79,0,160,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin7504"
"Zotu188",660,2,0,0,2.84e-44,1,86,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1883",15,3,24,24,4.28e-31,0.333333333,6,0.734846923,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"Zotu1889",1024,4,2.333333333,9,2e-10,0.833333333,38,0.581238194,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae",NA,NA
"Zotu18904",1038,3,0,0,7.59e-24,1,48,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","Acidobacteria bacterium WWH8"
"Zotu18918",271,1,0,0,3.42e-79,0,284,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1893",30,1,0,0,2.13e-44,0,17,-0.811107106,0,"Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"Zotu1899",1062,2,4,4,1.55e-49,0,30,0.707106781,0,"Acidobacteria","Blastocatellia (Subgroup 4)",NA,NA,NA,NA
"Zotu19",185,1,0,0,3.42e-79,0,193,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"Zotu190",377,1,0,0,9.85e-62,0,128,0,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
"Zotu1903",927,2,3,3,1.61e-51,0,37,0.816496581,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA
"Zotu1907",920,2,4,4,1.55e-49,0,32,0.707106781,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"Zotu191",572,3,3,6,9.37e-26,0.666666667,49,0.474341649,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1915",313,2,0,0,2.84e-44,1,82,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 12","Clostridium sp. E13"
"Zotu19241",820,1,0,0,3.42e-79,0,278,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu19274",879,1,0,0,4.02e-46,0,25,-0.894427191,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Terrimonas sp."
"Zotu193",886,1,0,0,3.42e-79,0,157,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu1934",691,1,0,0,3.42e-79,0,302,0,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula",NA
"Zotu1937",789,3,15,58,1.2e-18,0.333333333,1,0.402139493,0,"Bacteroidetes","Bacteroidia","Cytophagales",NA,NA,NA
"Zotu1938",738,1,0,0,3.42e-79,0,194,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured Thiobacter sp."
