"Name","ID","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No.module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
"Zotu1492",355,1,0,0,4.38e-208,0,182,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
"Zotu14985",639,1,0,0,4.38e-208,0,241,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1501",834,1,0,0,4.38e-208,0,153,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu15019",228,2,195.0848485,1344,6.17e-18,0,1,-0.632455532,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1510",534,1,0,0,4.38e-208,0,261,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"Zotu15100",237,5,224.5,2294,9.19e-17,0.5,0,1.545178837,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1515",350,2,1,1,2.56e-159,0,110,0,0,"Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured bacterium",NA
"Zotu1519",876,2,1,1,2.56e-159,0,87,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","uncultured Holophaga sp."
"Zotu1524",231,1,0,0,2.87e-131,0,62,-0.577350269,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu15258",273,6,3,7,0.477844059,0.533333333,33,1.322875656,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1533",732,1,0,0,4.38e-208,0,171,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu15334",153,1,0,0,3.03e-18,0,0,-1.146423008,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1536",331,1,0,0,2.87e-131,0,63,-0.577350269,0,"Patescibacteria","WS6 (Dojkabacteria)",NA,NA,NA,NA
"Zotu154",373,3,0.5,1,4.29e-76,0.666666667,53,1,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured sludge bacterium S14",NA
"Zotu1545",775,2,158,922,4.06e-19,0,0,-0.473522547,0,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",NA
"Zotu1546",325,1,0,0,4.38e-208,0,199,0,0,NA,NA,NA,NA,NA,NA
"Zotu1547",846,1,0,0,4.38e-208,0,188,0,0,"Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","uncultured bacterium PHOS-HE51",NA
"Zotu1559",93,1,0,0,1.28e-159,0,89,0,0,"Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA,NA
"Zotu1561",637,2,3,3,5.75e-131,0,29,0.816496581,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1562",655,2,1,1,2.56e-159,0,101,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1571",563,1,0,0,4.38e-208,0,249,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1572",935,1,0,0,4.38e-208,0,129,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured",NA,NA
"Zotu1576",682,1,0,0,1.28e-159,0,108,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
"Zotu1577",727,1,0,0,2.41e-19,0,0,-1.146423008,0,"Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA,NA
"Zotu1579",317,1,0,0,4.38e-208,0,270,0,0,"Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured Epsilonproteobacteria bacterium",NA,NA
"Zotu15827",985,1,0,0,1.01e-140,0,45,-1,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Acidobacteriales bacterium"
"Zotu15895",188,2,0,0,4.71e-17,1,0,-0.473522547,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Cohnella",NA
"Zotu1595",603,3,1,2,8.76e-72,0.666666667,60,0.75,0,"Acidobacteria","Subgroup 22","uncultured prokaryote",NA,NA,NA
"Zotu16022",873,1,0,0,5.97e-14,0,9,-1.289775954,0,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Zotu1603",767,1,0,0,4.38e-208,0,197,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"Zotu1607",577,1,0,0,8.15e-59,0,5,-1.13137085,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu1616",657,1,0,0,9.57e-126,0,24,-1.414213562,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Ambiguous_taxa",NA
"Zotu162",881,2,1,1,2.56e-159,0,117,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","uncultured Holophaga sp."
"Zotu1622",284,4,1166.068831,6889,1.31e-17,0,1,0.252982213,0.375,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1628",135,1,0,0,6.84e-89,0,34,-0.912870929,0,"Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","uncultured Pseudonocardiaceae bacterium"
"Zotu1629",891,1,0,0,9.59e-85,0,12,-1.154700538,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
"Zotu1630",976,1,0,0,1.28e-159,0,110,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"Zotu1631",402,2,0,0,1.99e-84,1,16,0,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473",NA
"Zotu16362",29,2,4,4,1.35e-86,0,18,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"Zotu16397",30,1,0,0,1.03e-70,0,13,-1.45999279,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"Zotu1642",780,1,0,0,4.38e-208,0,156,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",NA
"Zotu16527",280,4,788,4208,5.1e-19,0.166666667,1,1.138419958,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1654",387,2,0,0,3.65e-67,1,58,-0.301511345,0,"Chloroflexi","Anaerolineae","SBR1031",NA,NA,NA
"Zotu166",537,5,25,51,4.48e-10,0.1,14,1.083887462,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured Luteolibacter sp."
"Zotu1660",522,1,0,0,4.38e-208,0,268,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Prosthecobacter sp.",NA
"Zotu16600",671,3,57,127,2.79e-13,0,2,0.222911285,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu16611",181,1,0,0,1.28e-159,0,107,0,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Zotu16648",168,2,0,0,9.17e-21,1,1,-0.632455532,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu16674",236,2,0,0,7.49e-111,1,76,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1668",645,2,2,2,1.63e-140,0,38,1,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Planctomycetales bacterium Ellin7224",NA
"Zotu167",913,1,0,0,4.38e-208,0,166,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529",NA
"Zotu1670",130,1,0,0,4.38e-208,0,273,0,0,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"Zotu1677",34,2,0,0,3.35e-76,1,59,-1,0,"Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Zotu168",962,1,0,0,3.75e-111,0,15,-0.811107106,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Blastocatella sp."
"Zotu1680",213,1,0,0,3.83e-122,0,31,-0.75,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus",NA
"Zotu16818",285,1,0,0,4.38e-208,0,244,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1683",786,1,0,0,4.38e-208,0,155,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1684",1001,2,158,714,3.44e-18,0,0,-0.473522547,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"Zotu1686",869,5,36.5,38,8.2e-58,0.2,5,2.2627417,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
"Zotu16879",623,1,0,0,2.87e-131,0,29,-1.224744871,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","planctomycete WWH14",NA
"Zotu169",137,1,0,0,1.27e-23,0,26,-1.448211116,0,"Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis",NA
"Zotu1690",149,1,0,0,4.38e-208,0,227,0,0,"Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Gaiella sp.",NA
"Zotu17",293,1,0,0,2.66e-39,0,19,-0.845781612,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu170",360,1,0,0,4.38e-208,0,177,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"Zotu1700",475,4,116.5,551,2.57e-17,0.5,0,0.872278376,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae",NA,NA
"Zotu17014",209,2,80,462,1.11e-19,0,0,-0.473522547,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","uncultured Alicyclobacillaceae bacterium"
"Zotu1704",396,1,0,0,5.65e-106,0,25,-0.603022689,0,"Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured sludge bacterium H39"
"Zotu1706",297,2,4,4,1.72e-125,0,24,0.707106781,0,"Patescibacteria","Berkelbacteria","uncultured bacterium",NA,NA,NA
"Zotu17061",796,1,0,0,1.11e-86,0,18,-1,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu17062",154,2,139.3463203,1176,6.65e-18,0,1,-0.632455532,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1707",423,2,9,17,2.41e-13,0,9,-0.672926585,0,"Chloroflexi","KD4-96","uncultured Longilinea sp.",NA,NA,NA
"Zotu1709",925,1,0,0,4.38e-208,0,144,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
"Zotu17093",268,3,450,1180,7.16e-18,0.333333333,0,0.199377915,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu171",924,2,0,0,7.49e-111,1,70,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Granulicella sp."
"Zotu1712",404,2,2,2,1.63e-140,0,45,1,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","uncultured bacterium",NA
"Zotu1713",807,1,0,0,4.38e-208,0,152,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1714",405,1,0,0,1.28e-159,0,108,0,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA,NA
"Zotu1716",852,2,0,0,7.49e-111,1,65,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rudaea",NA
"Zotu1718",81,1,0,0,9.57e-126,0,24,-1.414213562,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1723",347,1,0,0,4.38e-208,0,185,0,0,"Chloroflexi","JG30-KF-CM66","metagenome",NA,NA,NA
"Zotu173",23,3,9,9,1.12e-110,0,15,1.45999279,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","Nordella oligomobilis"
"Zotu17388",692,2,0,0,7.49e-111,1,84,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu174",77,2,0,0,2.12e-47,1,3,-0.338061702,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1743",244,2,3,3,5.75e-131,0,27,0.816496581,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1745",938,1,0,0,4.38e-208,0,163,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured",NA,NA
"Zotu1749",410,1,0,0,5.82e-85,0,16,-1.08012345,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA,NA
"Zotu1755",698,1,0,0,3.75e-111,0,51,-0.5,0,"Planctomycetes","OM190",NA,NA,NA,NA
"Zotu1759",107,1,0,0,3.83e-122,0,31,-0.75,0,"Actinobacteria","Acidimicrobiia","IMCC26256","uncultured organism",NA,NA
"Zotu17692",31,1,0,0,4.38e-208,0,275,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu17715",840,4,12.5,28,1.04e-12,0.166666667,9,0.560772154,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","uncultured Niastella sp."
"Zotu17733",841,2,0,0,1.91e-51,1,6,-0.39223227,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Terrimonas sp."
"Zotu17751",193,1,0,0,4.38e-208,0,158,0,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","uncultured Alicyclobacillaceae bacterium"
"Zotu1779",850,1,0,0,4.38e-208,0,155,0,0,"Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","uncultured Bacteroidetes bacterium",NA
"Zotu1781",216,2,80,343,1.23e-18,0,0,-0.473522547,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Cohnella",NA
"Zotu17865",156,1,0,0,4.38e-208,0,215,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1787",58,2,2,2,1.63e-140,0,35,1,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Zotu1790",897,1,0,0,4.38e-208,0,262,0,0,"Acidobacteria","Subgroup 5","uncultured bacterium 17F9",NA,NA,NA
"Zotu1792",598,1,0,0,4.38e-208,0,226,0,0,"Acidobacteria","Subgroup 25","uncultured soil bacterium",NA,NA,NA
"Zotu1793",310,1,0,0,4.38e-208,0,217,0,0,NA,NA,NA,NA,NA,NA
"Zotu1795",517,2,3,3,1.02e-96,0,23,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"Zotu1798",542,1,0,0,1.28e-159,0,121,0,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"Zotu18",264,1,0,0,4.38e-208,0,266,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu18001",64,1,0,0,4.38e-208,0,278,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu181",92,2,0,0,3.65e-67,1,52,-0.301511345,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"Zotu18162",269,1,0,0,4.38e-208,0,259,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1818",705,1,0,0,1.28e-159,0,94,0,0,"Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus","uncultured Pietermaritzburg bacterium Y14-6"
"Zotu182",625,5,236.5,1959,3.14e-18,0.3,1,2.023857703,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1824",333,2,380,2290,4.96e-18,0,0,-0.473522547,0,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","uncultured bacterium",NA
"Zotu1825",12,1,0,0,1.28e-159,0,116,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"Zotu1826",673,1,0,0,4.38e-208,0,190,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu183",632,1,0,0,4.38e-208,0,211,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales",NA,NA,NA
"Zotu1830",524,1,0,0,4.38e-208,0,267,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"Zotu1832",494,1,0,0,4.38e-208,0,127,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Acidobacteria bacterium 13_2_20CM_56_17"
"Zotu1836",336,1,0,0,4.38e-208,0,191,0,0,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 8","uncultured Clostridiales bacterium"
"Zotu1839",601,3,174,174,5.31e-46,0,3,0.676123404,0,"Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured alpha proteobacterium"
"Zotu1846",48,1,0,0,1.09e-10,0,14,-1.170598459,0,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"Zotu1847",346,3,2,2,2.5e-99,0.333333333,66,1.414213562,0,"Chloroflexi","Dehalococcoidia","S085",NA,NA,NA
"Zotu185",502,3,1,2,8.76e-72,0.666666667,57,0.75,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"Zotu1853",626,2,0,0,7.49e-111,1,69,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
"Zotu1859",580,1,0,0,4.38e-208,0,236,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu18638",63,1,0,0,4.38e-208,0,174,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Zotu1871",607,4,656,5312,6.34e-17,0.166666667,0,0.872278376,0,"Latescibacteria","uncultured soil bacterium",NA,NA,NA,NA
"Zotu18742",837,1,0,0,1.35e-14,0,2,-1.226012068,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","Terrimonas lutea"
"Zotu1876",424,1,0,0,4.38e-208,0,144,0,0,"Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","unidentified marine bacterioplankton"
"Zotu188",676,2,0.5,1,1.27e-101,0,50,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu1880",790,1,0,0,4.38e-208,0,165,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1881",448,1,0,0,4.38e-208,0,140,0,0,"Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","uncultured","uncultured proteobacterium"
"Zotu1884",814,1,0,0,2.87e-131,0,63,-0.577350269,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu1887",731,1,0,0,1.01e-140,0,43,-1,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu18918",294,1,0,0,4.38e-208,0,232,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1893",38,2,0,0,1.91e-86,1,18,0,0,"Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"Zotu190",389,2,22,60,1.25e-14,0,2,-0.501550391,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
"Zotu19022",189,2,1,1,2.56e-159,0,100,0,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus ginsengisoli"
"Zotu1903",855,2,2,2,1.63e-140,0,42,1,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA
"Zotu19038",222,1,0,0,4.38e-208,0,138,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1905",661,2,3,3,5.42e-122,0,32,0.5,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu191",568,1,0,0,1.01e-140,0,39,-1,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu19157",825,1,0,0,1.07e-10,0,14,-1.170598459,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Terrimonas sp."
"Zotu1916",409,2,5,5,9.92e-102,0,21,0.277350098,0,"Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA,NA
"Zotu19210",737,2,1,1,2.56e-159,0,105,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"Zotu19241",797,1,0,0,4.38e-208,0,198,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu1928",482,2,2,2,1.63e-140,0,36,1,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"Zotu19285",480,2,112,112,6.6e-47,0,3,-0.338061702,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonadetes bacterium LX87"
"Zotu193",836,2,24,47,7.4e-14,0,2,-0.501550391,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu1930",933,1,0,0,3.75e-111,0,15,-0.811107106,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured delta proteobacterium",NA
"Zotu19315",832,1,0,0,1.9e-14,0,2,-1.226012068,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Terrimonas sp."
"Zotu1932",782,3,0,0,2.42e-18,1,1,0.252982213,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","UTBCD1",NA
"Zotu1936",510,2,2,2,1.63e-140,0,40,1,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
"Zotu1937",776,1,0,0,4.92e-88,0,8,-0.686243566,0,"Bacteroidetes","Bacteroidia","Cytophagales",NA,NA,NA
"Zotu1938",749,8,38.5,54,8.89e-39,0.071428571,19,2.985111571,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured Thiobacter sp."
"Zotu19437",220,1,0,0,4.38e-208,0,140,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu1945",344,2,0,0,2.12e-47,1,3,-0.338061702,0,"Chloroflexi","Dehalococcoidia","S085","uncultured soil bacterium",NA,NA
"Zotu1951",743,1,0,0,4.38e-208,0,261,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067","uncultured Burkholderia sp."
"Zotu196",370,2,0,0,4.29e-70,1,13,-0.324442842,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured Caldilineales bacterium",NA
"Zotu1960",769,1,0,0,4.38e-208,0,251,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"Zotu19625",155,1,0,0,4.38e-208,0,218,0,0,"Firmicutes","Bacilli",NA,NA,NA,NA
"Zotu1966",609,1,0,0,4.38e-208,0,222,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","metagenome",NA
"Zotu19750",994,1,0,0,4.38e-208,0,126,0,0,"Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","uncultured Alicyclobacillaceae bacterium"
"Zotu198",905,3,3,3,8.62e-131,0,62,1.732050808,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured",NA
"Zotu1980",20,1,0,0,1.15e-99,0,66,-1.414213562,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"Zotu1985",474,1,0,0,1.01e-140,0,40,-1,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"Zotu1988",927,3,5,5,9.25e-122,0,32,1.75,0,"Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
"Zotu199",916,1,0,0,1.28e-159,0,86,0,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529",NA
"Zotu1992",433,1,0,0,4.38e-208,0,141,0,0,NA,NA,NA,NA,NA,NA
"Zotu19923",211,4,115.5,1536,7.81e-17,0.666666667,0,0.872278376,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Zotu19986",842,2,2,2,1.63e-140,0,43,1,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Zotu20",249,2,0,0,1.76e-19,1,1,-0.632455532,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu200",688,1,0,0,4.38e-208,0,268,0,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"Zotu2007",266,2,148,1296,2.65e-18,0,1,-0.632455532,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Zotu201",812,1,0,0,4.38e-208,0,185,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Zotu2013",53,2,6,6,2.32e-84,0,12,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"Zotu2016",581,1,0,0,4.38e-208,0,235,0,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
"Zotu2020",106,4,6.5,13,2.92e-51,0.5,6,1.568929081,0,"Actinobacteria","MB-A2-108","metagenome",NA,NA,NA
"Zotu2022",843,4,6.933333333,30,8.59e-23,0.666666667,26,0.810998225,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured Haliscomenobacter sp."
"Zotu2024",51,1,0,0,4.38e-208,0,171,0,0,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured Hyphomicrobiaceae bacterium"
