"ID","Name","node.degree","node.betw","node.stress","node.evcent","Clustering.Coefficient","No. module","Zi","Pi","Phylum","Class","Order","Family","Genus","Species"
155,"Zotu263",4,735.54946969697,2369,0.0951118796005993,0,7,0.0659380473395787,0.375,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","uncultured Chloroflexus sp."
156,"Zotu2642",3,11,11,1.54988686355571e-90,0,13,1.88982236504614,0,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
157,"Zotu265",4,2899,29847,7.81530147497905e-05,0.166666666666667,2,1.16247638743819,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
158,"Zotu267",4,483,4758,3.04986114258754e-06,0.5,5,1.2977713690461,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067","uncultured Burkholderia sp."
159,"Zotu268",1,0,0,3.58919942985274e-150,0,55,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
160,"Zotu269",3,0.2,1,0.00143372800781052,0.666666666666667,1,-0.220808104256779,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
161,"Zotu2697",2,0,0,0.154090873320929,1,6,-0.658152055831782,0,"Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured",NA,NA
162,"Zotu27",1,0,0,1.81994032463666e-119,0,35,0,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
163,"Zotu271",2,1,1,3.63988064927332e-119,0,32,0,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
164,"Zotu2737",1,0,0,7.9387266354428e-47,0,8,-1.05021006302101,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. DSM 1474"
165,"Zotu274",1,0,0,6.3388970303354e-91,0,13,-1.13389341902768,0,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
166,"Zotu275",1,0,0,3.58919942985274e-150,0,57,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
167,"Zotu276",1,0,0,0.000405614475325233,0,1,-1.29330461064685,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
168,"Zotu278",3,1.5,3,1.21130408731031e-05,0.666666666666667,3,0.710805708506027,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
169,"Zotu279",2,0,0,1.84563875592418e-88,1,27,0,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
170,"Zotu280",2,2628,27576,1.52669115489704e-05,0,2,-0.232495277487639,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
171,"Zotu283",2,163,955,6.34155573939578e-05,0,10,-0.169030850945703,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","uncultured Pedomicrobium sp."
172,"Zotu287",1,0,0,3.58919942985274e-150,0,57,0,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
173,"Zotu290",5,1270.32624305193,15757,0.00214136094587169,0,1,0.315440148938256,0.32,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
174,"Zotu292",2,8,8,8.33353942575386e-90,0,14,0.408248290463863,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA
175,"Zotu293",1,0,0,3.58919942985274e-150,0,52,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
176,"Zotu299",1,0,0,3.58919942985274e-150,0,67,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
177,"Zotu3",2,2,2,2.92384347685642e-107,0,20,1,0,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
178,"Zotu300",1,0,0,3.90840711264192e-30,0,4,-1.51349352512735,0,"Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Greenland-10",NA
179,"Zotu304",3,11,11,1.27677231372233e-89,0,14,1.83711730708738,0,"Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","uncultured bacterium PHOS-HE51",NA
180,"Zotu3056",1,0,0,1.80703464648193e-107,0,19,-1,0,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
181,"Zotu308",1,0,0,9.50001000916434e-48,0,8,-1.05021006302101,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
182,"Zotu311",3,8.5,28,5.13856781661562e-32,0.666666666666667,0,-0.100503781525921,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium",NA
183,"Zotu316",5,111,284,1.16368907448296e-31,0.2,0,1.9095718489925,0,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
184,"Zotu317",2,2,2,2.92384347685642e-107,0,19,1,0,"Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Desmonostoc PCC-7422",NA
185,"Zotu318",1,0,0,1.81994032463666e-119,0,39,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
186,"Zotu319",2,1,1,3.63988064927332e-119,0,31,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
187,"Zotu3196",4,250.234797221988,3616,0.00112668577442362,0,1,-0.220808104256779,0.375,NA,NA,NA,NA,NA,NA
188,"Zotu32",1,0,0,1.42173228499774e-05,0,2,-0.929981109950555,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
189,"Zotu3210",1,0,0,3.58919942985274e-150,0,44,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
190,"Zotu322",4,483,4032,0.220815232761374,0.5,6,0.246807020936918,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
191,"Zotu3236",1,0,0,3.39708454428027e-76,0,21,-1.1180339887499,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA
192,"Zotu325",1,0,0,6.3388970303354e-91,0,13,-1.13389341902768,0,"Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
193,"Zotu326",2,0,0,1.84563875592418e-88,1,25,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
194,"Zotu328",3,0,0,4.71626579824867e-46,1,8,0.490098029409804,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
195,"Zotu329",4,32,32,2.55480823494714e-46,0,8,1.26025207562521,0,"Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Phormidium IAM M-71",NA
196,"Zotu33",5,1003.75169212288,10533,0.00526127655672679,0.5,9,0.724946511996212,0.32,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
197,"Zotu330",1,0,0,3.58919942985274e-150,0,41,0,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
198,"Zotu334",1,0,0,3.58919942985274e-150,0,58,0,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
199,"Zotu335",2,4,4,3.32962686642646e-101,0,18,0.816496580927727,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
200,"Zotu336",2,640,6340,1.34769992103164e-05,0,5,-0.540738070435875,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
201,"Zotu338",1,0,0,1.80703464648193e-107,0,20,-1,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
202,"Zotu340",2,94.3144603934078,322,0.00198551753412497,0,9,-1.26865639599337,0.5,NA,NA,NA,NA,NA,NA
203,"Zotu341",3,32.5,112,5.50787232590678e-32,0.666666666666667,0,-0.100503781525921,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
204,"Zotu342",2,1,1,3.63988064927332e-119,0,38,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
205,"Zotu345",1,0,0,2.82107457488628e-91,0,13,-1.13389341902768,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
206,"Zotu346",2,1.33333333333333,4,1.17262355075659e-05,0,10,-0.169030850945703,0,NA,NA,NA,NA,NA,NA
207,"Zotu349",1,0,0,0.0147559085637768,0,6,-1.11063159421613,0,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","Leptolyngbya ANT.L52.2",NA
208,"Zotu351",1,0,0,1.81994032463666e-119,0,31,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA
209,"Zotu355",4,1657.07065124934,21758,0.000303793452350931,0,5,0.378516649305113,0.375,NA,NA,NA,NA,NA,NA
210,"Zotu356",3,2,2,4.04424813885279e-81,0.333333333333333,24,1.41421356237309,0,"Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
211,"Zotu357",2,163,1172,3.00990694069296e-08,0,2,-0.232495277487639,0,"Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured Spartobacteria bacterium"
212,"Zotu36",1,0,0,3.58919942985274e-150,0,48,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","uncultured bacterium 164"
213,"Zotu360",1,0,0,3.58919942985274e-150,0,40,0,0,"Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
214,"Zotu361",2,163,409,2.00943672710951e-05,0,3,-0.167248402001418,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
215,"Zotu362",3,9,12,4.30395216608407e-63,0.333333333333333,12,1.02062072615966,0,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
216,"Zotu363",1,0,0,3.58919942985274e-150,0,41,0,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","bacterium Ellin5102"
217,"Zotu364",1,0,0,1.19158087924675e-05,0,10,-0.845154254728517,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",NA
218,"Zotu365",3,0,0,4.71626579824867e-46,1,8,0.490098029409804,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
219,"Zotu3656",4,22,71,2.76680794925845e-29,0.5,4,0.6985354731357,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
220,"Zotu367",4,240,809,2.81919049218214e-05,0.5,3,1.58885981901347,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","uncultured Acidobacteria bacterium",NA
221,"Zotu368",2,163,2464,0.000414802783164612,0,9,-0.604122093330177,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
222,"Zotu37",3,916.462682083998,3438,0.0130261686502017,0,7,0.0659380473395787,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
223,"Zotu372",1,0,0,3.58919942985274e-150,0,50,0,0,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
224,"Zotu376",1,0,0,4.43418371146946e-90,0,14,-1.02062072615966,0,"Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
225,"Zotu377",1,0,0,1.1900212106146e-07,0,2,-0.929981109950555,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
226,"Zotu379",3,16,70,1.58570428743991e-32,0.333333333333333,0,-0.100503781525921,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
227,"Zotu38",3,1687.737317916,23106,0.00140901030697231,0.333333333333333,1,-0.757056357451814,0.444444444444444,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Terrimonas sp."
228,"Zotu380",3,0,0,0.121368048452859,1,6,-0.205672517447432,0,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
229,"Zotu381",2,0,0,1.84563875592418e-88,1,29,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
230,"Zotu382",1,0,0,1.11184563137916e-05,0,5,-1.45999279017686,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured sludge bacterium S14",NA
231,"Zotu389",4,471,6960,5.31287154354998e-08,0.666666666666667,2,1.16247638743819,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","bacterium Ellin5102"
232,"Zotu39",1,0,0,4.20233068507523e-09,0,2,-0.929981109950555,0,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
233,"Zotu393",2,2312.9,7141,0.0023714775213893,0,3,-1.04530251250886,0.5,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
234,"Zotu404",3,0,0,0.121368048452859,1,6,-0.205672517447432,0,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium",NA
235,"Zotu406",2,3,3,3.32962686642646e-101,0,17,0.816496580927727,0,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
236,"Zotu41",9,805,2309,0.403180829012108,0.277777777777778,6,2.50920471285867,0,"Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
237,"Zotu410",1,0,0,9.90710278250816e-09,0,2,-0.929981109950555,0,NA,NA,NA,NA,NA,NA
238,"Zotu411",2,0,0,7.57331542433697e-06,1,3,-0.167248402001418,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured Caldilineales bacterium",NA
239,"Zotu416",4,893.368658958001,12272,0.00359745747175897,0.666666666666667,1,0.315440148938256,0,"Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae",NA,NA
240,"Zotu418",2,3,3,3.32962686642646e-101,0,15,0.816496580927727,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
241,"Zotu419",2,0,0,6.35664076866612e-05,1,1,-0.757056357451814,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonadetes bacterium Ellin7146"
242,"Zotu420",5,27,27,5.74516030911793e-46,0.3,8,2.03040612184061,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
243,"Zotu429",2,1158.60398458267,15932,9.1513875670672e-05,0,5,-0.540738070435875,0,"Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
244,"Zotu432",1,0,0,5.86311775378294e-06,0,10,-0.845154254728517,0,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
245,"Zotu433",1,0,0,1.66481343321323e-101,0,23,-0.577350269189626,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
246,"Zotu436",1,0,0,1.5964272903804e-10,0,2,-0.929981109950555,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
247,"Zotu438",1,0,0,3.58919942985274e-150,0,49,0,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
248,"Zotu44",1,0,0,3.58919942985274e-150,0,53,0,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
249,"Zotu443",1,0,0,3.58919942985274e-150,0,64,0,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
250,"Zotu446",3,2249,24212,6.3332551915312e-07,0,2,0.464990554975277,0,"Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","bacterium Ellin5102"
251,"Zotu447",5,67.5,180,5.06238725782882e-29,0.2,4,1.43587847255672,0,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
252,"Zotu453",2,3,3,3.32962686642646e-101,0,16,0.816496580927727,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
253,"Zotu455",5,764.737759736441,12090,0.00235744930437574,0.1,1,0.851688402133291,0,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529",NA
254,"Zotu456",1,0,0,3.58919942985274e-150,0,56,0,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium",NA
255,"Zotu46",4,60.3333333333333,205,3.74130003549538e-32,0.166666666666667,0,0.904534033733291,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",NA
256,"Zotu471",4,179.759157153808,1602,0.000219360757849832,0.5,11,1.62746694241347,0,"Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA,NA
257,"Zotu475",7,2308.66666666667,20672,0.000325579781889709,0,10,2.53546276418555,0.244897959183674,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529",NA
258,"Zotu476",3,18,54,3.80505591657439e-29,0.666666666666667,4,-0.0388075262853168,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02","uncultured Caulobacterales bacterium"
259,"Zotu479",2,483,1221,2.01223444249843e-05,0,3,-0.167248402001418,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae",NA,NA
260,"Zotu48",1,0,0,1.66481343321323e-101,0,15,-1.22474487139159,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis"
261,"Zotu480",6,3517.5,35579,0.00149765262488602,0,1,0.851688402133291,0.277777777777778,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Punica granatum (pomegranate)"
262,"Zotu487",1,0,0,1.80703464648193e-107,0,19,-1,0,"Acidobacteria","Subgroup 5",NA,NA,NA,NA
263,"Zotu506",2,324,816,3.92463317184896e-06,0,3,-0.167248402001418,0,"Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured Caldilineales bacterium",NA
264,"Zotu509",1,0,0,3.58919942985274e-150,0,43,0,0,"Acidobacteria","Subgroup 6","uncultured Holophagae bacterium",NA,NA,NA
265,"Zotu51",2,6,6,6.89764544810079e-91,0,13,0.377964473009227,0,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
266,"Zotu512",1,0,0,2.32404229270565e-06,0,10,-0.845154254728517,0,"Acidobacteria","Blastocatellia (Subgroup 4)",NA,NA,NA,NA
267,"Zotu519",1,0,0,3.58919942985274e-150,0,65,0,0,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
268,"Zotu52",5,398.428638052768,5295,0.00525942029351716,0.6,9,1.38948081465941,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","planctomycete WWH14",NA
269,"Zotu520",3,613.85,1481,2.47421159410288e-05,0,3,0.710805708506027,0,"Acidobacteria","Subgroup 6","uncultured bacterium 259",NA,NA,NA
270,"Zotu5251",3,3243,33176,0.00031031183606439,0.333333333333333,2,-0.232495277487639,0.444444444444444,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
271,"Zotu526",1,0,0,4.20233068507523e-09,0,2,-0.929981109950555,0,"Acidobacteria","Subgroup 6",NA,NA,NA,NA
272,"Zotu527",3,795,7920,6.86743035740188e-05,0.333333333333333,5,0.378516649305113,0,NA,NA,NA,NA,NA,NA
273,"Zotu530",1,0,0,6.11765721149734e-05,0,10,-0.845154254728517,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured Haliscomenobacter sp."
274,"Zotu531",3,0,0,1.80488371109866e-31,1,0,-0.100503781525921,0,"Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae",NA,NA
275,"Zotu539",2,0,0,1.84563875592418e-88,1,25,0,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
276,"Zotu54",2,0,0,1.84563875592418e-88,1,29,0,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae",NA,NA
277,"Zotu541",1,0,0,1.38700411954669e-33,0,0,-2.11057941204435,0,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
278,"Zotu543",3,163,487,0.10703194835906,0.333333333333333,6,-0.205672517447432,0,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505"
279,"Zotu5454",1,0,0,3.58919942985274e-150,0,63,0,0,"Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella ceti"
280,"Zotu56",2,0,0,0.00014952609025652,1,5,-0.540738070435875,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium"
281,"Zotu560",1,0,0,3.58919942985274e-150,0,45,0,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
282,"Zotu562",3,366.544919786097,2048,0.000320649960047886,0.333333333333333,11,0.581238193719096,0,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","bacterium MI-8"
283,"Zotu564",2,0,0,6.35664076866612e-05,1,1,-0.757056357451814,0,"Proteobacteria","Alphaproteobacteria","uncultured","uncultured Acetobacteraceae bacterium",NA,NA
284,"Zotu57",1,0,0,3.58919942985274e-150,0,53,0,0,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
285,"Zotu574",1,0,0,1.78523211828566e-46,0,8,-1.05021006302101,0,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
286,"Zotu576",2,401.85,832,2.3861857995821e-05,0,3,-0.167248402001418,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
287,"Zotu582",1,0,0,1.81994032463666e-119,0,36,0,0,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella","Luedemannella sp. 119-1-07"
288,"Zotu583",1,0,0,1.86363454349722e-81,0,24,-1.41421356237309,0,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
289,"Zotu585",1,0,0,0.0201113458608371,0,6,-1.11063159421613,0,"Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured eubacterium WD283",NA
290,"Zotu599",1,0,0,3.58919942985274e-150,0,65,0,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
291,"Zotu60",2,324,1908,6.35006144076791e-05,0,10,-0.169030850945703,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3"
292,"Zotu600",3,393.833333333333,5656,7.29028076225393e-05,0,10,0.50709255283711,0,"Chloroflexi","Anaerolineae","SBR1031","uncultured Gemmatimonadetes bacterium",NA,NA
293,"Zotu601",2,163,955,1.23684795251734e-05,0,10,-0.169030850945703,0,"Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
294,"Zotu607",3,32.5,112,5.50787232590678e-32,0.666666666666667,0,-0.100503781525921,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured proteobacterium"
295,"Zotu61",1,0,0,1.66481343321323e-101,0,16,-1.22474487139159,0,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
296,"Zotu622",1,0,0,1.81994032463666e-119,0,38,0,0,"Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata","Gemmata-like str. CJuql4"
297,"Zotu628",5,27,52,4.36020520766646e-29,0.1,4,1.43587847255672,0,"Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
298,"Zotu63",1,0,0,1.41998135392495e-05,0,10,-0.845154254728517,0,"Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
299,"Zotu631",1,0,0,1.4684982951255e-05,0,2,-0.929981109950555,0,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
300,"Zotu634",3,176.94,660,0.000168764971665377,0.666666666666667,5,0.378516649305113,0,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
301,"Zotu640",2,163,432,0.0185256366843581,0,7,-0.659380473395787,0,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
302,"Zotu649",3,2,4,4.7511534305841e-63,0.666666666666667,12,1.02062072615966,0,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium"
303,"Zotu650",9,1364.33179469843,19743,0.00291535653555287,0.138888888888889,1,2.99668141491343,0,"Elusimicrobia","Elusimicrobia","MVP-88",NA,NA,NA
304,"Zotu653",1,0,0,3.58919942985274e-150,0,48,0,0,"Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria Incertae Sedis","Unknown Family","EcFYyy-200",NA
305,"Zotu657",2,163,2875,0.00012140047876531,0,1,-0.757056357451814,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
306,"Zotu66",5,3527.18040935672,16256,0.132623368741007,0.3,6,0.699286559321268,0,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. ID15"
307,"Zotu663",2,4,4,3.32962686642646e-101,0,16,0.816496580927727,0,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
308,"Zotu667",1,0,0,3.58919942985274e-150,0,50,0,0,"Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix",NA
309,"Zotu668",2,8,10,1.9386736624399e-63,0,12,-0.408248290463863,0,"Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
310,"Zotu675",3,948,2814,0.000101650071336925,0.333333333333333,3,0.710805708506027,0,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
