"","com_id","Zotu","cor","p","Phylum","Class","Order","Family","Genus","Species","com_name"
"135","Com_1421_pos","Zotu48",0.834748647,0.009929687,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","15-Deoxy-??12,14-prostaglandin A1"
"136","Com_14285_pos","Zotu339",0.843434712,0.008503234,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","Veratrole"
"137","Com_1431_neg","Zotu314",0.945230086,0.000394052,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","5,6-dimethyl-3-[5-(trifluoromethyl)pyridin-2-yl]-1,2,4-triazine"
"138","Com_14390_neg","Zotu314",0.871575794,0.004798257,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","PA (2:0/8:0)"
"139","Com_14390_pos","Zotu33",0.904761905,0.002008276,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","NA","N-Desmethyl sildenafil"
"140","Com_14390_pos","Zotu76",-0.857142857,0.006530017,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","NA","N-Desmethyl sildenafil"
"141","Com_14449_neg","Zotu68",-0.855605819,0.00673489,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Terrimonas sp.","LPS 18:2"
"142","Com_14449_neg","Zotu114",0.857142857,0.006530017,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","LPS 18:2"
"143","Com_14474_pos","Zotu339",0.927778183,0.000891495,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","Etiocholanolone"
"144","Com_14479_neg","Zotu73",0.867532847,0.005249136,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","NA","NA","Eicosenoic acid"
"145","Com_1449_pos","Zotu73",0.915729116,0.001403174,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","NA","NA","??-Linolenic acid ethyl ester"
"146","Com_1449_pos","Zotu343",-0.862290909,0.005872991,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","NA","??-Linolenic acid ethyl ester"
"147","Com_1452_neg","Zotu48",0.969781517,6.74e-05,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Prostaglandin J2"
"148","Com_1458_pos","Zotu48",-0.871575794,0.004798257,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Caffeic acid"
"149","Com_14596_neg","Zotu44",0.904761905,0.002008276,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","NA","DGDG (16:0/16:1)"
"150","Com_14604_pos","Zotu32",-0.850314646,0.007471415,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","DAG (5:0/14:1)"
"151","Com_1468_neg","Zotu114",-0.880952381,0.00385032,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","2-(1-benzothiophen-3-ylmethylene)-3,4-dihydronaphthalen-1(2H)-one"
"152","Com_14736_neg","Zotu9",0.891630982,0.002928681,"Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","NA","methyl 5-{[2-(ethoxycarbonyl)-3-oxohex-1-enyl]amino}-2-furoate"
"153","Com_14739_pos","Zotu48",-0.945230086,0.000394052,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","3-Nitro-L-Tyrosine"
"154","Com_14803_pos","Zotu48",-0.90840294,0.001791685,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Pantetheine"
"155","Com_1481_neg","Zotu339",-0.891630982,0.002928681,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","[4-phenyl-5-(trifluoromethyl)-2-thienyl]methyl N-phenylcarbamate"
"156","Com_14827_pos","Zotu48",-0.969781517,6.74e-05,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Biochanin A"
"157","Com_14850_pos","Zotu32",-0.850314646,0.007471415,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","Gly-Tyr"
"158","Com_1490_neg","Zotu48",0.883851509,0.003583935,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","19(R)-Hydroxy prostaglandin F2??"
"159","Com_1493_pos","Zotu48",0.896127224,0.00258811,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","11??-Hydroxyandrosterone"
"160","Com_14949_neg","Zotu48",-0.883851509,0.003583935,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Oleoyl-L-??-lysophosphatidic acid"
"161","Com_14954_pos","Zotu12",0.952380952,0.0002604,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","5-Hydroxymethylcytidine"
"162","Com_14954_pos","Zotu24",0.928571429,0.000862968,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","5-Hydroxymethylcytidine"
"163","Com_1497_neg","Zotu44",0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","NA","MGDG (2:0/16:2)"
"164","Com_150_neg","Zotu13",-0.898219696,0.002438797,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3","9-HpOTrE"
"165","Com_150_pos","Zotu51",-0.952380952,0.0002604,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","17(S)-HETE"
"166","Com_150_pos","Zotu32",-0.910195959,0.001690861,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","17(S)-HETE"
"167","Com_15103_pos","Zotu187",0.878310066,0.004103934,"Cyanobacteria","Oxyphotobacteria","Nostocales","Coleofasciculaceae","Microcoleus Es-Yyy1400","Microcoleus paludosus Es_Yyy1400","3',4'-Tetramethylene-??-pyrrolidinovalerophenone"
"168","Com_15159_pos","Zotu30",-0.904761905,0.002008276,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","NA","2-(1H-indol-3-yl)acetic acid"
"169","Com_15204_neg","Zotu12",-0.952380952,0.0002604,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","MGDG (14:0/20:5)"
"170","Com_15204_neg","Zotu2",-0.850314646,0.007471415,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","NA","MGDG (14:0/20:5)"
"171","Com_15220_neg","Zotu187",0.878310066,0.004103934,"Cyanobacteria","Oxyphotobacteria","Nostocales","Coleofasciculaceae","Microcoleus Es-Yyy1400","Microcoleus paludosus Es_Yyy1400","Calcium D-Panthotenate"
"172","Com_15334_pos","Zotu48",-0.847024363,0.007954271,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid"
"173","Com_1534_neg","Zotu48",-0.90840294,0.001791685,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","N-(6-chloro-1,3-benzothiazol-2-yl)-4-(trifluoromethyl)benzamide"
"174","Com_1534_neg","Zotu314",0.834748647,0.009929687,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","N-(6-chloro-1,3-benzothiazol-2-yl)-4-(trifluoromethyl)benzamide"
"175","Com_1535_neg","Zotu314",0.847024363,0.007954271,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","17(S)-HpDHA"
"176","Com_15367_neg","Zotu12",-0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","8,15-Dihete"
"177","Com_15462_pos","Zotu104",-0.904761905,0.002008276,"Cyanobacteria","Oxyphotobacteria","Chloroplast","NA","NA","NA","trans,trans-2,4-Heptadienal"
"178","Com_15589_neg","Zotu48",-0.90840294,0.001791685,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","11(Z)-Eicosenoic acid"
"179","Com_15600_neg","Zotu48",-0.90840294,0.001791685,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","DGDG (2:0/22:3)"
"180","Com_1562_pos","Zotu51",-0.857142857,0.006530017,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","19-Nortestosterone"
"181","Com_1563_pos","Zotu114",-0.857142857,0.006530017,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","Cytidine"
"182","Com_1566_pos","Zotu314",-0.834748647,0.009929687,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","3-Methoxy prostaglandin F1??"
"183","Com_15691_pos","Zotu51",-0.857142857,0.006530017,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","1,3-bis(4-methoxybenzyl)-2-(6-methyl-2-pyridinyl)hexahydropyrimidine"
"184","Com_15701_pos","Zotu130",-0.951502571,0.000274893,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","Dextrorphan"
"185","Com_15769_neg","Zotu48",-0.834748647,0.009929687,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","1,7-Dimethylxanthine"
"186","Com_158_pos","Zotu100",0.886243434,0.003373343,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured Caulobacterales bacterium","Lysine Butyrate"
"187","Com_158_pos","Zotu48",0.883851509,0.003583935,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Lysine Butyrate"
"188","Com_158_pos","Zotu59",0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","NA","Lysine Butyrate"
"189","Com_15882_pos","Zotu51",-0.928571429,0.000862968,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","4-Hexyloxyaniline"
"190","Com_15921_pos","Zotu14",0.860748345,0.006065193,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","NA","N1-(1H-indol-4-yl)cyclohexane-1-carboxamide"
"191","Com_15921_pos","Zotu9",0.85548378,0.00675133,"Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","NA","N1-(1H-indol-4-yl)cyclohexane-1-carboxamide"
"192","Com_16054_pos","Zotu24",0.880952381,0.00385032,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","11-Oxoetiocholanolone"
"193","Com_16146_neg","Zotu165",-0.857142857,0.006530017,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","MGDG (3:0/16:3)"
"194","Com_16186_pos","Zotu100",0.922172222,0.001110817,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured Caulobacterales bacterium","Vincristine"
"195","Com_16186_pos","Zotu1",-0.878310066,0.004103934,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","NA","Vincristine"
"196","Com_16186_pos","Zotu59",0.880952381,0.00385032,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","NA","Vincristine"
"197","Com_1621_pos","Zotu48",-0.871575794,0.004798257,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","2-Amino-1,3,4-octadecanetriol"
"198","Com_1633_pos","Zotu10",0.898219696,0.002438797,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","NA","Acetyl-L-carnitine"
"199","Com_16383_pos","Zotu48",-0.90840294,0.001791685,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Zafirlukast"
"200","Com_1640_pos","Zotu48",0.90840294,0.001791685,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","1-Palmitoylglycerol"
"201","Com_16423_pos","Zotu343",-0.898219696,0.002438797,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","NA","Sulfamethazine"
"202","Com_1646_pos","Zotu59",0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","NA","tetranor-12(R)-HETE"
"203","Com_1646_pos","Zotu100",0.886243434,0.003373343,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured Caulobacterales bacterium","tetranor-12(R)-HETE"
"204","Com_16494_pos","Zotu76",-0.857142857,0.006530017,"Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","NA","3-beta-Cholest-5-en-3-yl [2-(dimethylamino)ethyl]carbamate"
"205","Com_16494_pos","Zotu33",0.904761905,0.002008276,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","NA","3-beta-Cholest-5-en-3-yl [2-(dimethylamino)ethyl]carbamate"
"206","Com_165_pos","Zotu32",-0.850314646,0.007471415,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one"
"207","Com_165_pos","Zotu165",-0.928571429,0.000862968,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one"
"208","Com_16505_pos","Zotu24",0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","VNK"
"209","Com_1651_pos","Zotu48",0.834748647,0.009929687,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","N6-Isopentenyladenosine"
"210","Com_1652_neg","Zotu23",0.898219696,0.002438797,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium","PA (2:0/20:3)"
"211","Com_16537_pos","Zotu48",-0.969781517,6.74e-05,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Equol"
"212","Com_16565_pos","Zotu51",-0.952380952,0.0002604,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","3-O-??-D-Glucopyranosylandrographolide"
"213","Com_16588_neg","Zotu57",0.880952381,0.00385032,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","NA","NA","PA (2:0/22:3)"
"214","Com_16588_neg","Zotu44",0.880952381,0.00385032,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","NA","PA (2:0/22:3)"
"215","Com_16603_pos","Zotu48",-0.883851509,0.003583935,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Taurocholic acid"
"216","Com_16627_neg","Zotu100",-0.862290909,0.005872991,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured Caulobacterales bacterium","LPG 17:0"
"217","Com_16627_neg","Zotu48",-0.945230086,0.000394052,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","LPG 17:0"
"218","Com_16637_pos","Zotu187",0.853912564,0.006965288,"Cyanobacteria","Oxyphotobacteria","Nostocales","Coleofasciculaceae","Microcoleus Es-Yyy1400","Microcoleus paludosus Es_Yyy1400","3-methyl-5-oxo-5-(4-toluidino)pentanoic acid"
"219","Com_16646_neg","Zotu128",-0.850314646,0.007471415,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ID0634","PC (4:0/16:3)"
"220","Com_16712_neg","Zotu130",-0.853912564,0.006965288,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","benzyl N-(2-{[(benzyloxy)carbonyl]amino}cyclopropyl)carbamate"
"221","Com_1673_pos","Zotu314",0.834748647,0.009929687,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","(3??,5??,9??)-3,6,19-Trihydroxyurs-12-en-28-oic acid"
"222","Com_1674_pos","Zotu10",0.862290909,0.005872991,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","NA","methyl 1-isopropyl-1H-1,2,3-benzotriazole-5-carboxylate"
"223","Com_16748_pos","Zotu51",-0.904761905,0.002008276,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","23-Norcholic acid"
"224","Com_16748_pos","Zotu32",-0.934148484,0.000679106,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","23-Norcholic acid"
"225","Com_16748_pos","Zotu165",-0.952380952,0.0002604,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","23-Norcholic acid"
"226","Com_1675_pos","Zotu59",0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","NA","SM (d14:0/12:1)"
"227","Com_1675_pos","Zotu48",0.847024363,0.007954271,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","SM (d14:0/12:1)"
"228","Com_16778_pos","Zotu24",0.928571429,0.000862968,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","(3R)-4,4-Dimethyl-2-oxotetrahydro-3-furanyl beta-D-glucopyranoside"
"229","Com_16801_pos","Zotu125",0.857142857,0.006530017,"Cyanobacteria","Oxyphotobacteria","Nostocales","NA","NA","NA","PC (18:2e/15:0)"
"230","Com_16818_neg","Zotu8",0.857142857,0.006530017,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","NA","2'-Deoxyadenosine 5'-monophosphate (dAMP)"
"231","Com_16841_neg","Zotu48",-0.883851509,0.003583935,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Cer-AP (t15:1/16:0)"
"232","Com_1688_pos","Zotu12",0.928571429,0.000862968,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","DAG (6:0/11:0)"
"233","Com_1689_neg","Zotu13",0.874267171,0.004512386,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. ZY-3","D(+)-Phenyllactic acid"
"234","Com_169_pos","Zotu339",-0.85548378,0.00675133,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","Cafestol"
"235","Com_17024_neg","Zotu48",-0.932954371,0.000716066,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","FAHFA (2:0/26:4)"
"236","Com_17024_neg","Zotu23",-0.850314646,0.007471415,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured Acidobacteriales bacterium","FAHFA (2:0/26:4)"
"237","Com_1709_neg","Zotu339",-0.85548378,0.00675133,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","19(R)-Hydroxy-prostaglandin E2"
"238","Com_1710_pos","Zotu343",-0.850314646,0.007471415,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","NA","LPC 6:0"
"239","Com_1710_pos","Zotu314",-0.871575794,0.004798257,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","LPC 6:0"
"240","Com_17148_pos","Zotu48",-0.847024363,0.007954271,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Methyl 3-indolyacetate"
"241","Com_172_neg","Zotu48",0.883851509,0.003583935,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","PI (2:0/7:0)"
"242","Com_17257_neg","Zotu24",-0.880952381,0.00385032,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","Nonadecanoic acid"
"243","Com_173_neg","Zotu165",-0.880952381,0.00385032,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","D-(-)-Mannitol"
"244","Com_173_neg","Zotu51",-0.904761905,0.002008276,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","D-(-)-Mannitol"
"245","Com_173_neg","Zotu32",-0.862290909,0.005872991,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","D-(-)-Mannitol"
"246","Com_17503_neg","Zotu48",-0.834748647,0.009929687,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Hesperidin"
"247","Com_17531_pos","Zotu68",0.906686764,0.001891774,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Terrimonas sp.","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4,5-triol"
"248","Com_17577_pos","Zotu125",0.904761905,0.002008276,"Cyanobacteria","Oxyphotobacteria","Nostocales","NA","NA","NA","Syringic acid"
"249","Com_17586_neg","Zotu24",-0.904761905,0.002008276,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","DGDG (8:0/20:2)"
"250","Com_17586_neg","Zotu12",-0.928571429,0.000862968,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","DGDG (8:0/20:2)"
"251","Com_17636_pos","Zotu48",-0.932954371,0.000716066,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","4-oxo-4-(5,6,7,8-tetrahydronaphthalen-1-ylamino)but-2-enoic acid"
"252","Com_17667_pos","Zotu339",0.85548378,0.00675133,"Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","3-Hydroxyproline"
"253","Com_17774_neg","Zotu48",-0.847024363,0.007954271,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","MGDG (2:0/4:0)"
"254","Com_17803_neg","Zotu12",-0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","Trehalose 6-phosphate"
"255","Com_17939_pos","Zotu36",-0.915729116,0.001403174,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","uncultured bacterium 164","2-(3,4-dimethoxyphenyl)quinoline"
"256","Com_17950_neg","Zotu48",-0.896127224,0.00258811,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","N1-(4-cyclohexylphenyl)-2-[(4-methylphenyl)thio]acetamide"
"257","Com_18020_neg","Zotu48",-0.834748647,0.009929687,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Uric Acid"
"258","Com_18039_neg","Zotu48",-0.90840294,0.001791685,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","FAHFA (9:0/22:4)"
"259","Com_18047_neg","Zotu12",-0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","4-Hydroxyglucobrassicin"
"260","Com_18072_pos","Zotu314",0.883851509,0.003583935,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","Estradiol"
"261","Com_1808_neg","Zotu30",-0.904761905,0.002008276,"Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","NA","D-(+)-Arabitol"
"262","Com_18127_neg","Zotu36",-0.843434712,0.008503234,"Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","uncultured bacterium 164","PG (8:0/16:2)"
"263","Com_18196_pos","Zotu2",-0.874267171,0.004512386,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","NA","7-Methoxyflavone"
"264","Com_18228_pos","Zotu59",-0.880952381,0.00385032,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","NA","5-Hydroxyindole-3-acetic acid"
"265","Com_18266_pos","Zotu48",-0.847024363,0.007954271,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","4-[(4-phenethyl-1,4-diazepan-1-yl)sulfonyl]-2,1,3-benzoxadiazole"
"266","Com_18295_neg","Zotu314",0.969781517,6.74e-05,"Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","bacterium Ellin6505","Prostaglandin B2"
"267","Com_18301_pos","Zotu73",0.843434712,0.008503234,"Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","NA","NA","Methyl palmitate"
"268","Com_18370_neg","Zotu12",-0.857142857,0.006530017,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","Epigallocatechin gallate"
"269","Com_18389_neg","Zotu48",-0.90840294,0.001791685,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Flavitalea gansuensis","Riboflavin-5-phosphate"
"270","Com_18438_neg","Zotu2",-0.850314646,0.007471415,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","NA","DGDG (16:1/18:3)"
"271","Com_18438_neg","Zotu12",-0.952380952,0.0002604,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","NA","DGDG (16:1/18:3)"
